id,name,serialNumber,ip_address,mac_address,status,mode,type,firmwareVersion,lastSynced,lastSync,lastSeen,lastStatusMessage,lastTest,isOnline,lastMaintenance,locationId,createdAt,updatedAt,deviceId
cmcek5v2h0001eoxyqjcg4dvt,ESP32 Scanner 1,ESP32-01,192.168.60.229,5C:01:3B:4D:F8:08,ACTIVE,ONLINE,HYBRID,,,,,,,0,,cmcegt92u0000r09gmw7n2p98,2025-06-27 08:36:30,2025-06-27 11:25:02,UNILORIN_AMS_1
